268.0,122,1,6,1,914,99.04132231404958,110.61043221122482,11984,44,40216,4357.785123966943,4866.888033166781,527292,0,0,0,1,121,0,1
268.0,122,1,6,1,914,99.04132231404958,110.61043221122485,11984,44,40216,4357.785123966943,4866.88803316678,527292,0,0,0,1,121,0,1
152.0,62,1,6,1,121,12.80327868852459,35.73620090082285,781,40,4840,512.1311475409836,1429.448036032914,31240,0,0,0,0,61,0,1
152.0,62,1,6,1,121,12.80327868852459,35.73620090082285,781,40,4840,512.1311475409836,1429.448036032914,31240,0,0,0,0,61,0,1
27.000999927520752,774,1,6,1,86,14.971539456662354,10.260095767544303,11573,60,5160,898.2923673997412,615.6057460526583,694380,0,0,0,0,773,0,1
27.000999927520752,774,1,6,1,86,14.971539456662354,10.260095767544303,11573,60,5160,898.2923673997412,615.6057460526583,694380,0,0,0,0,773,0,1
32.0,408,1,6,1,47,7.201474201474201,8.15565391010573,2931,40,2824,436.77886977886976,502.6999781726097,177769,0,2,2,1,406,1,1
32.0,408,1,6,1,47,7.201474201474201,8.15565391010573,2931,40,2824,436.77886977886976,502.6999781726097,177769,0,2,2,1,406,1,1
1.0,691,1,6,1,57,30.171014492753624,26.120507249492775,20818,48,2736,1448.208695652174,1253.7843479756532,999264,0,0,0,0,690,0,1
1.0,691,1,6,1,57,30.171014492753624,26.120507249492775,20818,48,2736,1448.208695652174,1253.7843479756532,999264,0,0,0,0,690,0,1
3.999000072479248,769,1,6,1,731,71.4765625,61.497920634361776,54894,52,38012,3716.765625,3197.9092807622023,2854476,0,0,0,0,768,0,1
3.999000072479248,769,1,6,1,731,71.4765625,61.497920634361776,54894,52,38012,3716.765625,3197.9092807622023,2854476,0,0,0,0,768,0,1
97.00099992752075,255,1,6,1,1156,85.37795275590551,110.58661970962362,21686,40,46240,3415.1181102362207,4423.464788384945,867440,0,0,0,3,254,0,1
97.00099992752075,255,1,6,1,1156,85.37795275590551,110.58661970962362,21686,40,46240,3415.1181102362207,4423.464788384946,867440,0,0,0,3,254,0,1
76.0,514,1,6,1,1524,100.07212475633528,134.24987853156077,51337,40,60960,4002.884990253411,5369.9951412624305,2053480,0,0,0,5,513,0,1
76.0,514,1,6,1,1524,100.07212475633528,134.24987853156077,51337,40,60960,4002.884990253411,5369.9951412624305,2053480,0,0,0,5,513,0,1
161.0,33,1,6,1,121,12.25,34.977671449083054,392,40,4840,490.0,1399.1068579633222,15680,0,0,0,0,32,0,1
161.0,33,1,6,1,121,12.25,34.977671449083054,392,40,4840,490.0,1399.1068579633222,15680,0,0,0,0,32,0,1
151.0,115,1,6,1,1652,103.14912280701755,161.47566393450796,11759,40,66080,4125.964912280701,6459.026557380321,470360,0,0,0,0,114,0,1
151.0,115,1,6,1,1652,103.14912280701755,161.47566393450796,11759,40,66080,4125.964912280701,6459.026557380321,470360,0,0,0,0,114,0,1
91.0,320,1,6,1,1750,103.70846394984326,166.1172480060435,33083,40,70000,4148.33855799373,6644.68992024174,1323320,0,0,0,4,319,0,1
91.0,320,1,6,1,1750,103.70846394984326,166.1172480060435,33083,40,70000,4148.33855799373,6644.68992024174,1323320,0,0,0,4,319,0,1
182.0,92,1,6,1,767,103.72527472527473,109.90826003956447,9439,40,30680,4149.010989010989,4396.330401582579,377560,0,0,0,0,91,0,1
182.0,92,1,6,1,767,103.72527472527473,109.90826003956447,9439,40,30680,4149.010989010989,4396.330401582579,377560,0,0,0,0,91,0,1
268.00099992752075,39,1,6,1,187,12.236842105263158,39.26926896142253,465,40,7480,489.4736842105263,1570.7707584569011,18600,0,0,0,1,38,0,1
268.00099992752075,39,1,6,1,187,12.236842105263158,39.26926896142253,465,40,7480,489.4736842105263,1570.7707584569011,18600,0,0,0,1,38,0,1
21.000999927520752,769,1,6,3,638,134.25520833333334,94.190492785666,103108,152,32928,6796.114583333333,4759.736156399568,5219416,0,0,0,0,768,0,1
21.000999927520752,769,1,6,3,638,134.25520833333334,94.190492785666,103108,152,32928,6796.114583333333,4759.736156399567,5219416,0,0,0,0,768,0,1
74.0,118,1,6,1,119,16.136752136752136,39.44636215023233,1888,40,4760,645.4700854700855,1577.8544860092934,75520,0,0,0,0,117,0,1
74.0,118,1,6,1,119,16.136752136752136,39.44636215023233,1888,40,4760,645.4700854700855,1577.8544860092934,75520,0,0,0,0,117,0,1
336.0,87,1,6,1,1054,105.6046511627907,133.64272738543556,9082,40,42160,4224.186046511628,5345.709095417423,363280,0,0,0,0,86,0,1
336.0,87,1,6,1,1054,105.6046511627907,133.64272738543553,9082,40,42160,4224.186046511628,5345.709095417423,363280,0,0,0,0,86,0,1
95.00099992752075,54,1,6,1,58,4.150943396226415,12.865628080371993,220,48,2784,199.24528301886792,617.5501478578557,10560,0,0,0,0,53,0,1
95.00099992752075,54,1,6,1,58,4.150943396226415,12.865628080371993,220,48,2784,199.24528301886792,617.5501478578557,10560,0,0,0,0,53,0,1
27.999000072479248,774,1,6,1,21,14.661060802069859,9.305731234220534,11333,60,1260,879.6636481241915,558.343874053232,679980,0,0,0,0,773,0,1
27.999000072479248,774,1,6,1,21,14.661060802069859,9.305731234220534,11333,60,1260,879.6636481241915,558.343874053232,679980,0,0,0,0,773,0,1
125.0,43,1,6,1,441,22.61904761904762,73.64617870051514,950,40,17640,904.7619047619048,2945.8471480206044,38000,0,0,0,4,42,0,1
125.0,43,1,6,1,441,22.61904761904762,73.64617870051514,950,40,17640,904.7619047619048,2945.8471480206044,38000,0,0,0,4,42,0,1
